"","DE_Incr_ARHGEF10_cntrl","DE_decr_ARGHEF10_cntrl","FC_incr_ARHGEF10_cntrl","FC_decr_ARGHEF10_cntrl","MiaPACA2_EV","MiaPACA2_EV.Detection_Pval","MiaPACA2_ARHGEF10","MiaPACA2_ARHGEF10.Detection_Pval","Hs766T_shGFP","Hs766T_shGFP.Detection_Pval","Hs766T_shARHGEF10","Hs766T_shARHGEF10.Detection_Pval","Symbol","n"
"TMPRSS11D",171.8,-243.2,2.70945273631841,0.352157698454981,100.5,0.92759,272.3,0.54828,375.4,0.02414,132.2,0.30345,"TMPRSS11D",1
"TMPRSS11E2",78.8,-203.6,1.40534979423868,0.398700531600709,194.4,0,273.2,0.54138,338.6,0.12759,135,0.25172,"TMPRSS11E2",1
"TMPRSS11F",154.2,-157.1,2.44517338331771,0.454134815844336,106.7,0.68276,260.9,0.78276,287.8,0.71379,130.7,0.32414,"TMPRSS11F",1
"TMPRSS12",188.35,-224.8,2.6016156462585,0.366671362163685,117.6,0.127585,305.95,0.32069,354.95,0.244825,130.15,0.360345,"TMPRSS12",2
"TMPRSS13",168.6,-248.5,2.55678670360111,0.306640625,108.3,0.58276,276.9,0.46897,358.4,0.04483,109.9,0.96552,"TMPRSS13",1
"TMPRSS2",73.7,-2050.7,1.19886670264436,0.0730880491773639,370.6,0,444.3,0,2212.4,0,161.7,0.01724,"TMPRSS2",1
"TMPRSS3",180.22,-702.94,2.56849434290688,0.166737790422001,114.9,0.304138,295.12,0.289654,843.6,0.135172,140.66,0.232412,"TMPRSS3",5
"TMPRSS4",165,-191.55,2.33441164577436,0.421386497507929,123.65,0.118965,288.65,0.351725,331.05,0.17414,139.5,0.206895,"TMPRSS4",2
"TMPRSS5",193.3,-535.9,2.69116360454943,0.232234957020057,114.3,0.22414,307.6,0.1069,698,0,162.1,0.01724,"TMPRSS5",1
"TMPRSS6",203.7,-165.6,2.47182080924855,0.451655629139073,138.4,0,342.1,0.01379,302,0.48621,136.4,0.21724,"TMPRSS6",1
"TMPRSS7",158.05,-523.15,2.33657505285412,0.238334425274805,118.25,0.1069,276.3,0.468965,686.85,0.00517,163.7,0.14483,"TMPRSS7",2
"TMPRSS9",221.2,-211.6,2.94547053649956,0.403775711468019,113.7,0.24138,334.9,0.01379,354.9,0.04828,143.3,0.09655,"TMPRSS9",1
"TMSB10",14415.1,-11579.9,2.51428661470261,0.475802034340243,9519.4,0,23934.5,0,22090.7,0,10510.8,0,"TMSB10",1
"TMSB15A",209,-492.9,2.86607142857143,0.184210526315789,112,0.35517,321,0.02759,604.2,0,111.3,0.95172,"TMSB15A",1
"TMSB4X",18362.5,-16761.6,6.56523715714502,0.178992843812911,3299.5,0,21662,0,20415.9,0,3654.3,0,"TMSB4X",1
"TMSB4Y",179.7,-157,2.8583247156153,0.472623446422573,96.7,0.97931,276.4,0.47931,297.7,0.56897,140.7,0.13103,"TMSB4Y",1
"TMSL3",5718.5,-4949.7,2.00183952347582,0.562515467562312,5708,0,11426.5,0,11314,0,6364.3,0,"TMSL3",1
"TMTC1",187.6,-302.65,2.5672514619883,0.31527149321267,119.7,0.201725,307.3,0.24655,442,0.284485,139.35,0.160345,"TMTC1",2
"TMTC2",2235.1,-3626.6,10.3129166666667,0.0847466182111851,240,0,2475.1,0,3962.4,0,335.8,0,"TMTC2",1
"TMTC3",5589.15,-6152.6,13.5387549074593,0.0734036144578313,445.75,0,6034.9,0,6640,0,487.4,0,"TMTC3",2
"TMTC4",1615.23333333333,-2523.33333333333,11.2143760539629,0.129564897433539,158.133333333333,0,1773.36666666667,0,2898.93333333333,0,375.6,0,"TMTC4",3
"TMUB1",10289.9,-13179.9,6.9999416909621,0.203385937660548,1715,0,12004.9,0,16544.9,0,3365,0,"TMUB1",1
"TMUB2",5249.93333333333,-6891.73333333333,10.0091522709072,0.202994475947435,582.733333333333,0,5832.66666666667,0,8647.03333333333,0,1755.3,0,"TMUB2",3
"TMX1",7807.4,-8308.3,10.3300669216061,0.111069502696225,836.8,0.315515,8644.2,0,9346.4,0,1038.1,0.286205,"TMX1",2
"TMX3",12519.8,-9724.7,7.16131889763779,0.24662033916688,2032,0,14551.8,0,12908.1,0,3183.4,0,"TMX3",1
"TMX4",6905.75,-7873.6,2.82967702620353,0.470303107771278,3774.3,0,10680.05,0,14864.35,0,6990.75,0,"TMX4",2
"TNC",203.05,-3965.6,1.60422556167237,0.0466849367758065,336.05,0,539.1,0,4159.8,0,194.2,0.001725,"TNC",2
"TNF",254.3,-331.7,3.1209341117598,0.309246147438567,119.9,0.07241,374.2,0.00345,480.2,0.0069,148.5,0.05517,"TNF",1
"TNFAIP1",7904.5,-5666.4,1.90903340808464,0.664813193573575,8695.5,0,16600,0,16905.2,0,11238.8,0,"TNFAIP1",1
"TNFAIP2",11315.9,-8664.1,7.63650225793209,0.370011924844395,1705.1,0,13021,0,13752.8,0,5088.7,0,"TNFAIP2",1
"TNFAIP3",598.7,-1685.3,6.13464837049743,0.0735019241341396,116.6,0.15172,715.3,0,1819,0,133.7,0.27586,"TNFAIP3",1
"TNFAIP6",170.95,-861.25,2.43957894736842,0.165576708811704,118.75,0.2,289.7,0.47586,1032.15,0.06724,170.9,0.23793,"TNFAIP6",2
"TNFAIP8",1857.8,-4188.65,10.1833910034602,0.130462311349152,202.3,0.118965,2060.1,0.043105,4817.1,0.30345,628.45,0.03793,"TNFAIP8",2
"TNFAIP8L1",9301.4,-6582.5,9.23497122620629,0.153397983331618,1129.5,0,10430.9,0,7775.2,0,1192.7,0,"TNFAIP8L1",1
"TNFAIP8L2",141.8,-188,2.24385964912281,0.385821626919307,114,0.23103,255.8,0.86897,306.1,0.40345,118.1,0.75517,"TNFAIP8L2",1
"TNFAIP8L3",868.8,-1840.5,8.15650741350906,0.0712988192552225,121.4,0.04138,990.2,0,1981.8,0,141.3,0.12069,"TNFAIP8L3",1
"TNFRSF10A",651.6,-1153.4,6.2590799031477,0.112086220169361,123.9,0.02069,775.5,0,1299,0,145.6,0.06897,"TNFRSF10A",1
"TNFRSF10B",10900.5666666667,-9495.5,7.74888040449902,0.226257248787908,1615.16666666667,0,12515.7333333333,0,12272.1666666667,0,2776.66666666667,0,"TNFRSF10B",3
"TNFRSF10C",391.5,-374.1,4.45238095238095,0.256262425447316,113.4,0.26552,504.9,0,503,0.0069,128.9,0.35862,"TNFRSF10C",1
"TNFRSF10D",11806.4,-5427.6,9.81798491298827,0.101509733810091,1338.9,0,13145.3,0,6040.8,0,613.2,0,"TNFRSF10D",1
"TNFRSF11A",274.4,-429.9,3.4609865470852,0.233416547788873,111.5,0.38621,385.9,0.00345,560.8,0.00345,130.9,0.32414,"TNFRSF11A",1
"TNFRSF11B",163.9,-13325.2,2.51899907321594,0.15492671913547,107.9,0.59655,271.8,0.55862,15768.1,0,2442.9,0,"TNFRSF11B",1
"TNFRSF12A",11516,-14458.1,17.4068955691694,0.080834859119113,701.9,0,12217.9,0,15729.6,0,1271.5,0,"TNFRSF12A",1
"TNFRSF13B",146.9,-406.9,2.25448334756618,0.242835876442129,117.1,0.14483,264,0.68966,537.4,0.0069,130.5,0.32414,"TNFRSF13B",1
"TNFRSF13C",1007.7,-432,8.27581227436823,0.256965944272446,138.5,0,1146.2,0,581.4,0,149.4,0.05517,"TNFRSF13C",1
"TNFRSF14",89,-14024.4,1.15581232492997,0.185636392142289,571.2,0,660.2,0,17221.3,0,3196.9,0,"TNFRSF14",1
"TNFRSF17",66.1,-259.6,1.31327014218009,0.356629491945477,211,0,277.1,0.46207,403.5,0.01034,143.9,0.0931,"TNFRSF17",1
"TNFRSF18",153.1,-312.1,2.26581231914014,0.407836068684186,120.95,0.348275,274.05,0.522415,527.05,0.06724,214.95,0.09655,"TNFRSF18",2
"TNFRSF19",295.05,-4382.9,2.64098998887653,0.0842248223986628,179.8,0.3767225,474.85,0.3370675,4786,0.001725,403.1,0.24914,"TNFRSF19",4
"TNFRSF1A",6348.7,-5575.4,4.71551471879206,0.298709466428518,1708.7,0,8057.4,0,7950.2,0,2374.8,0,"TNFRSF1A",1
"TNFRSF1B",4740,-5365.9,6.81880677633194,0.119593752050929,814.6,0,5554.6,0,6094.8,0,728.9,0,"TNFRSF1B",1
"TNFRSF21",5224.7,-12425.8,6.5765823460348,0.429462190815966,936.9,0,6161.6,0,21779.1,0,9353.3,0,"TNFRSF21",1
"TNFRSF25",1214.1,-5269.4,9.094,0.0475553547220967,150,0.01724,1364.1,0,5532.5,0,263.1,0.001725,"TNFRSF25",2
"TNFRSF4",242.55,-302.05,3.07573812580231,0.316319601629697,116.85,0.153445,359.4,0.00862,441.8,0.00862,139.75,0.14828,"TNFRSF4",2
"TNFRSF6B",13625.3333333333,-3612.33333333333,3.60620628534631,0.098839143161256,5228.03333333333,0,18853.3666666667,0,4008.53333333333,0,396.2,0,"TNFRSF6B",3
"TNFRSF8",171.4,-233.65,2.56744398719707,0.37325643776824,109.35,0.505175,280.75,0.41552,372.8,0.03448,139.15,0.26379,"TNFRSF8",2
"TNFRSF9",367.3,-721.8,3.82538461538462,0.176591375770021,130,0.00345,497.3,0,876.6,0,154.8,0.02414,"TNFRSF9",1
"TNFSF10",8364.2,-12810.2,21.3558043319542,0.20506121739778,410.9,0,8775.1,0,16114.7,0,3304.5,0,"TNFSF10",1
"TNFSF11",176.366666666667,-151.133333333333,2.67542748575047,0.464762129618699,105.266666666667,0.644826666666667,281.633333333333,0.367816666666667,282.366666666667,0.787356666666667,131.233333333333,0.41494,"TNFSF11",3
"TNFSF12",161.6,-461.1,2.53030303030303,0.192044857192921,105.6,0.74483,267.2,0.63448,570.7,0.00345,109.6,0.96552,"TNFSF12",1
"TNFSF13",236.85,-350.1,3.07399299474606,0.289281364190012,114.2,0.468965,351.05,0.177585,492.6,0.034485,142.5,0.498275,"TNFSF13",2
"TNFSF13B",260.65,-4542.7,2.45736650824713,0.0636214661898234,178.85,0,439.5,0.001725,4851.35,0,308.65,0.001725,"TNFSF13B",2
"TNFSF14",217.033333333333,-263.5,2.85129371623543,0.353427122525765,117.233333333333,0.43908,334.266666666667,0.34138,407.533333333333,0.395403333333333,144.033333333333,0.326436666666667,"TNFSF14",3
"TNFSF15",249.9,-1245.6,2.88177710843373,0.669742284441616,132.8,0.001725,382.7,0.00345,3771.6,0,2526,0,"TNFSF15",2
"TNFSF18",683,-1160,4.7363238512035,0.43359375,182.8,0,865.8,0,2048,0,888,0,"TNFSF18",1
"TNFSF4",12827.25,-2130.35,3.73791101482375,0.144214353144395,4685.05,0,17512.3,0,2489.35,0,359,0.001725,"TNFSF4",2
"TNFSF8",243,-280.7,3.23345588235294,0.340770314701738,108.8,0.53448,351.8,0.0069,425.8,0.01034,145.1,0.07586,"TNFSF8",1
"TNFSF9",3523.2,-2416.6,7.60146149522203,0.588229280261723,533.7,0,4056.9,0,5868.8,0,3452.2,0,"TNFSF9",1
"TNIK",481.3,-5496.5,2.96448979591837,0.104906606738645,245,0,726.3,0,6140.7,0,644.2,0,"TNIK",1
"TNIP1",1869.8,-4526.1,11.9601406799531,0.113502820432466,170.6,0,2040.4,0,5105.6,0,579.5,0,"TNIP1",1
"TNIP2",1672.3,-3150.7,12.2764666217127,0.0621800214311228,148.3,0,1820.6,0,3359.6,0,208.9,0,"TNIP2",1
"TNIP3",150.2,-331.5,2.31754385964912,0.46044921875,114,0.23103,264.2,0.67931,614.4,0,282.9,0,"TNIP3",1
"TNK1",143.8,-173.3,2.28278322925959,0.447913348200064,112.1,0.34483,255.9,0.86897,313.9,0.32069,140.6,0.13448,"TNK1",1
"TNK2",3678.16666666667,-2519.46666666667,3.48502387172327,0.436222187413756,1480.13333333333,0.270113333333333,5158.3,0.00689666666666667,4468.9,0.0574733333333333,1949.43333333333,0.231033333333333,"TNK2",3
"TNKS",6959.5,-9531,17.6535056233549,0.0591777306154681,417.9,0,7377.4,0,10130.5,0,599.5,0,"TNKS",1
"TNKS1BP1",4828.8,-10103,6.91185112634672,0.287929406126218,816.8,0,5645.6,0,14188.2,0,4085.2,0,"TNKS1BP1",1
"TNKS2",149.9,-204.9,2.4753937007874,0.373202814316305,101.6,0.8931,251.5,0.93103,326.9,0.20345,122,0.6,"TNKS2",1
"TNMD",188.2,-468.2,2.74259259259259,0.462395223332185,108,0.58621,296.2,0.17586,870.9,0,402.7,0,"TNMD",1
"TNN",162.1,-198.7,2.4294532627866,0.415072122460995,113.4,0.26552,275.5,0.48966,339.7,0.12069,141,0.12414,"TNN",1
"TNNC1",551.6,-894.8,5.32967032967033,0.177724682962691,127.4,0.01034,679,0,1088.2,0,193.4,0.00345,"TNNC1",1
"TNNC2",391.9,-1362.3,4.23616845582163,0.118024083905218,121.1,0.04828,513,0,1544.6,0,182.3,0.00345,"TNNC2",1
"TNNI1",185.6,-170.3,2.75757575757576,0.420353982300885,105.6,0.74483,291.2,0.25517,293.8,0.62759,123.5,0.55172,"TNNI1",1
"TNNI2",140.3,-314.3,2.30511627906977,0.272790374826469,107.5,0.62069,247.8,0.94138,432.2,0.01034,117.9,0.76552,"TNNI2",1
"TNNI3",163.3,-152.4,2.62003968253968,0.485135135135135,100.8,0.92069,264.1,0.68276,296,0.58621,143.6,0.0931,"TNNI3",1
"TNNI3K",169.1,-219.7,2.59528301886792,0.321913580246914,106,0.72759,275.1,0.50345,324,0.21379,104.3,0.98966,"TNNI3K",1
"TNNT1",367.5,-206.8,4.27832292595897,0.37710843373494,112.1,0.34138,479.6,0,332,0.15862,125.2,0.48276,"TNNT1",1
"TNNT2",190.8,-219.85,2.67148488830486,0.37790039615167,114.15,0.22759,304.95,0.151725,353.4,0.072415,133.55,0.27414,"TNNT2",2
"TNNT3",175.25,-593.8,2.60853602569986,0.211578038903273,108.95,0.52931,284.2,0.358625,753.15,0.00345,159.35,0.02069,"TNNT3",2
"TNP1",182.3,-152.2,2.65126811594203,0.446545454545455,110.4,0.44483,292.7,0.22414,275,0.87931,122.8,0.57241,"TNP1",1
"TNP2",166.9,-144,2.63627450980392,0.496679482698357,102,0.88621,268.9,0.6069,286.1,0.73793,142.1,0.11379,"TNP2",1
"TNPO1",4684.36666666667,-5586.2,16.8309113439225,0.0524851726418988,295.9,0.16207,4980.26666666667,0.00115,5895.63333333333,0.0023,309.433333333333,0.166666666666667,"TNPO1",3
"TNPO2",6143.6,-7451,7.62454172956653,0.160554748143892,927.4,0,7071,0,8876.1,0,1425.1,0,"TNPO2",1
"TNPO3",11132.9,-11825.3,11.266414607156,0.177370434782609,1084.4,0,12217.3,0,14375,0,2549.7,0,"TNPO3",1
"TNR",184.5,-173.3,2.51229508196721,0.469543924089379,122,0.03103,306.5,0.11724,326.7,0.20345,153.4,0.03103,"TNR",1
"TNRC15",5507.7,-6876.1,7.12647385984427,0.216139806887746,899,0,6406.7,0,8772.1,0,1896,0,"TNRC15",1
"TNRC4",173,-189.8,2.61531279178338,0.378926701570681,107.1,0.65517,280.1,0.3931,305.6,0.41034,115.8,0.87586,"TNRC4",1
"TNRC6A",3912.26666666667,-5275.56666666667,6.62053443156786,0.154597268293725,696.066666666667,0.208046666666667,4608.33333333333,0,6240.3,0,964.733333333333,0.0436766666666667,"TNRC6A",3
"TNRC6B",1118.56666666667,-2036.6,8.33165829145729,0.111275964391691,152.566666666667,0.16207,1271.13333333333,0.00574666666666667,2291.6,0.00459666666666667,255,0.0287333333333333,"TNRC6B",3
"TNRC6C",1778.5,-1007.05,10.7532218261585,0.143555725645278,182.35,0.193105,1960.85,0.001725,1175.85,0.01207,168.8,0.32069,"TNRC6C",2
"TNS1",161.9,-345,1.83410613086038,0.415650406504065,194.1,0,356,0.00345,590.4,0,245.4,0,"TNS1",1
"TNS3",15929.4,-12586.4,3.0132452005106,0.533032815775317,7912.3,0,23841.7,0,26953.5,0,14367.1,0,"TNS3",1
"TNS4",732.2,-10455.9,7.6624203821656,0.0281085301581105,109.9,0.48621,842.1,0,10758.3,0,302.4,0,"TNS4",1
"TNXA",230,-444.2,2.76923076923077,0.281229773462783,130,0.00345,360,0.00345,618,0,173.8,0.0069,"TNXA",1
"TNXB",233.65,-378.05,3.14456172556218,0.279973335872774,108.95,0.53448,342.6,0.327585,525.05,0.10517,147,0.17931,"TNXB",2
"TOB1",9326.6,-5947.5,2.19440104500166,0.671138119225219,7808.6,0,17135.2,0,18085.1,0,12137.6,0,"TOB1",1
"TOB2",648.7,-631.9,4.70474014848658,0.31767627685995,175.1,0,823.8,0,926.1,0,294.2,0,"TOB2",1
"TOE1",234.8,-249.1,3.21092278719397,0.341005291005291,106.2,0.71034,341,0.01379,378,0.01724,128.9,0.35862,"TOE1",1
"TOLLIP",567.5,-4019.9,5.41290824261275,0.064639225632315,128.6,0.00345,696.1,0,4297.7,0,277.8,0,"TOLLIP",1
"TOM1",8152,-13456.3,5.77423133235725,0.265690228157009,1707.5,0,9859.5,0,18325.1,0,4868.8,0,"TOM1",1
"TOM1L1",8005.1,-5858.8,10.1602013960407,0.0745269010836256,873.9,0,8879,0,6330.6,0,471.8,0,"TOM1L1",1
"TOM1L2",3178,-8216.03333333333,13.043961596766,0.105257426209811,263.866666666667,0,3441.86666666667,0,9182.56666666667,0,966.533333333333,0,"TOM1L2",3
"TOMM20",17035,-14623.9,3.0044831704605,0.356919843098626,8498.45,0,25533.45,0,22740.4,0,8116.5,0,"TOMM20",2
"TOMM20L",605.8,-512.8,4.58249556475458,0.232220392274293,169.1,0,774.9,0,667.9,0,155.1,0.02414,"TOMM20L",1
"TOMM22",14689.6,-11093.9,3.19877858939049,0.55165836172371,6680.8,0,21370.4,0,24744.3,0,13650.4,0,"TOMM22",1
"TOMM34",6082.8,-3926.5,2.0512598942311,0.715318359120108,5786.2,0,11869,0,13792.6,0,9866.1,0,"TOMM34",1
"TOMM40",5417.7,-7424.2,38.5968077723803,0.0264621033307107,144.1,0,5561.8,0,7626,0,201.8,0.00345,"TOMM40",1
"TOMM40L",11104.4,-10917.5,8.45261744966443,0.325451501090523,1490,0,12594.4,0,16184.9,0,5267.4,0,"TOMM40L",1
"TOMM6",5048.9,-3079.3,8.63134824667473,0.170849264903872,661.6,0,5710.5,0,3713.8,0,634.5,0,"TOMM6",1
"TOMM7",23802.2,-18970.5,2.05894862349403,0.572312652177834,22477.2,0,46279.4,0,44356,0,25385.5,0,"TOMM7",1
"TOMM70A",4007.6,-4752.7,21.5834617360041,0.0352590126664501,194.7,0,4202.3,0,4926.4,0,173.7,0.0069,"TOMM70A",1
"TOP1",6261.5,-5786.05,8.99119392508455,0.144227356090635,783.55,0,7045.05,0,6761.2,0,975.15,0.006895,"TOP1",2
"TOP1MT",3961.675,-3752.975,5.38044559929235,0.267379835730356,904.4,0,4866.075,0,5122.675,0,1369.7,0,"TOP1MT",4
"TOP1P1",160.5,-153.4,2.44594594594595,0.452924393723253,111,0.40345,271.5,0.56897,280.4,0.82759,127,0.43448,"TOP1P1",1
"TOP1P2",211.7,-211.6,3.00094517958412,0.351517008887527,105.8,0.74138,317.5,0.04828,326.3,0.20345,114.7,0.91379,"TOP1P2",1
"TOP2A",28737.9,-30223.2,5.05535956197787,0.0885865238474343,7086.4,0,35824.3,0,33160.8,0,2937.6,0,"TOP2A",1
"TOP2B",19156,-15612.4,17.5294675985849,0.0879595282186691,1158.9,0,20314.9,0,17118.1,0,1505.7,0,"TOP2B",1
"TOP3A",6139.2,-5929.45,18.4260573374965,0.102862632956591,352.3,0,6491.5,0,6609.3,0,679.85,0,"TOP3A",2
"TOP3B",9872.1,-12243.7,8.35625931445604,0.172241978446935,1342,0,11214.1,0,14791.4,0,2547.7,0,"TOP3B",1
"TOPBP1",9491.2,-7422.9,8.1739984882842,0.106277692159507,1323,0,10814.2,0,8305.6,0,882.7,0,"TOPBP1",1
"TOPORS",6231.55,-6844,4.83232372928262,0.285527867962543,1626.05,0,7857.6,0,9579.1,0,2735.1,0,"TOPORS",2
"TOR1A",10428.8,-8789.4,5.21655278373024,0.358339599500653,2473.3,0,12902.1,0,13697.9,0,4908.5,0,"TOR1A",1
"TOR1AIP1",16444.15,-14609.45,2.39374920540747,0.486372177972939,11798.5,0,28242.65,0,28443.65,0,13834.2,0,"TOR1AIP1",2
"TOR1AIP2",11255.35,-11171.95,4.13506399454062,0.217335411667863,3590.15,0,14845.5,0,14274.25,0,3102.3,0,"TOR1AIP2",2
"TOR1B",8747.4,-8872.3,6.7042060645582,0.319927028000705,1533.5,0,10280.9,0,13046.1,0,4173.8,0,"TOR1B",1
"TOR2A",1780,-1822.3,7.84878799538284,0.141032288475136,259.9,0,2039.9,0,2121.5,0,299.2,0,"TOR2A",1
"TOR3A",3691.4,-5089.1,2.24030643101942,0.376098763010457,2976.2,0,6667.6,0,8156.9,0,3067.8,0,"TOR3A",1
"TOX",153.4,-768.6,2.25944170771757,0.1981220657277,121.8,0.03448,275.2,0.50345,958.5,0,189.9,0.00345,"TOX",1
"TOX2",419.75,-252.7,4.23756266872349,0.37045341305431,129.65,0.006895,549.4,0.00862,401.4,0.01724,148.7,0.081035,"TOX2",2
"TOX3",114.4,-182.6,1.66472980825102,0.378277153558052,172.1,0,286.5,0.31034,293.7,0.62759,111.1,0.95172,"TOX3",1
"TOX4",1152.1,-1491.1,8.16925948973242,0.102287778446719,160.7,0,1312.8,0,1661,0,169.9,0.01034,"TOX4",1
"TP53",16035.1,-16309,4.41462947189097,0.26976152737107,4696,0,20731.1,0,22333.8,0,6024.8,0,"TP53",1
"TP53AIP1",227.25,-226.45,3.0281124497992,0.374361099599392,112.05,0.456895,339.3,0.034485,361.95,0.356895,135.5,0.26724,"TP53AIP1",2
"TP53AP1",2052,-3795.9,7.88128772635815,0.33121322104373,298.2,0,2350.2,0,5675.8,0,1879.9,0,"TP53AP1",1
"TP53BP1",9389.2,-9702.4,9.59738119219852,0.12687742411562,1092.1,0,10481.3,0,11112.3,0,1409.9,0,"TP53BP1",1
"TP53BP2",12125.7,-10920.45,3.37917435152847,0.386985772705712,5096.6,0,17222.3,0,17814.35,0,6893.9,0,"TP53BP2",2
"TP53I11",1327.95,-2456.65,8.1897671900379,0.171128768324983,184.7,0,1512.65,0,2963.85,0,507.2,0,"TP53I11",2
"TP53I13",1929.9,-1730.6,11.3148049171566,0.120138288677615,187.1,0,2117,0,1966.9,0,236.3,0,"TP53I13",1
"TP53I3",8753.55,-5775.45,7.79860976272766,0.184989451551222,1287.55,0,10041.1,0,7086.35,0,1310.9,0.001725,"TP53I3",2
"TP53INP1",2230.85,-4079.5,2.15051572975761,0.520013648343373,1939,0,4169.85,0,8499.2,0,4419.7,0,"TP53INP1",2
"TP53INP2",12161.9,-9478.2,8.83223853683668,0.165166381876795,1552.8,0,13714.7,0,11353.4,0,1875.2,0,"TP53INP2",1
"TP53RK",4364.2,-7558.1,23.3118609406953,0.0536286687368527,195.6,0,4559.8,0,7986.4,0,428.3,0,"TP53RK",1
"TP53TG1",9221.8,-12502,27.287913340935,0.10884596193599,350.8,0,9572.6,0,14029,0,1527,0,"TP53TG1",1
"TP53TG3",131.8,-170.7,2.1643109540636,0.451478149100257,113.2,0.26897,245,0.96207,311.2,0.34138,140.5,0.13793,"TP53TG3",1
"TP53TG5",186.8,-247.5,2.63286713286713,0.343675417661098,114.4,0.21724,301.2,0.14138,377.1,0.02069,129.6,0.34828,"TP53TG5",1
"TP63",8328.5,-6300.2,4.29378497557889,0.12241870442468,2528.55,0,10857.05,0,7179.05,0,878.85,0,"TP63",2
"TP73",284,-1443.2,3.89795918367347,0.152604074922201,98,0.96552,382,0.00345,1703.1,0,259.9,0,"TP73",1
"TP73L",27820.9,-19989.9,4.65257063333683,0.0974684744477103,7616.8,0,35437.7,0,22148.7,0,2158.8,0,"TP73L",1
"TPBG",7263.3,-14631.8,5.430732629781,0.178556390808599,1639.3,0,8902.6,0,17812.3,0,3180.5,0,"TPBG",1
"TPCN1",2642.4,-4984.7,19.5822784810127,0.0535978735523068,142.2,0,2784.6,0,5267,0,282.3,0,"TPCN1",1
"TPCN2",1184.9,-3034.4,8.55676020408163,0.099450957115299,156.8,0,1341.7,0,3369.5,0,335.1,0,"TPCN2",1
"TPD52",609.966666666667,-1426.33333333333,5.20956981826547,0.163113631918639,144.9,0.0540233333333333,754.866666666667,0.193103333333333,1704.33333333333,0.11839,278,0.332183333333333,"TPD52",3
"TPD52L1",896.233333333333,-8291.76666666667,6.67835269271383,0.181816985767899,157.833333333333,0.308043333333333,1054.06666666667,0.27701,10134.3666666667,0,1842.6,0.0023,"TPD52L1",3
"TPD52L2",10415.2,-11581.45,7.81578430730973,0.408948360904635,1528.1,0,11943.3,0,19594.65,0,8013.2,0,"TPD52L2",2
"TPD52L3",150.433333333333,-176.866666666667,2.35688514732411,0.416088918234841,110.866666666667,0.41609,261.3,0.74138,302.9,0.463216666666667,126.033333333333,0.4977,"TPD52L3",3
"TPH1",156.9,-207.5,2.3075,0.368533171028606,120,0.07241,276.9,0.46897,328.6,0.1931,121.1,0.62759,"TPH1",1
"TPH2",176.8,-174.2,2.72994129158513,0.427538613210647,102.2,0.88621,279,0.41724,304.3,0.43103,130.1,0.33448,"TPH2",1
"TPI1",1707,-689.900000000001,1.36193626359646,0.853434173907501,4716.3,0,6423.3,0,4707.1,0,4017.2,0,"TPI1",1
"TPK1",851.75,-1617.05,7.54688700999231,0.0871602359648875,130.1,0.006895,981.85,0,1771.45,0,154.4,0.060345,"TPK1",2
"TPM1",902.4,-4430.35,7.82215082215082,0.0340297726442709,132.275,0.16724,1034.675,0.2370675,4586.425,0.00862,156.075,0.2,"TPM1",4
"TPM2",17000.3666666667,-15371.1,3.02637810605278,0.464957266940647,8389.53333333333,0,25389.9,0,28728.7333333333,0,13357.6333333333,0.00574666666666667,"TPM2",3
"TPM3",6050.33333333333,-5870.46666666667,6.22993142396128,0.289392985684081,1156.86666666667,0.00804666666666667,7207.2,0.0103433333333333,8261.2,0.00344666666666667,2390.73333333333,0.01839,"TPM3",3
"TPM4",830.3,-804,2.03438395415473,0.478159278250146,802.7,0,1633,0,1540.7,0,736.7,0,"TPM4",1
"TPMT",10309.8,-6212.2,6.79886382811182,0.19081423975199,1777.9,0,12087.7,0,7677.1,0,1464.9,0,"TPMT",1
"TPO",161.75,-164.65,2.41451683428072,0.464465766791348,114.35,0.31724,276.1,0.522415,307.45,0.408625,142.8,0.155175,"TPO",2
"TPP1",16345.7,-11271.6,4.05784304555233,0.513137377707708,5345.5,0,21691.2,0,23151.5,0,11879.9,0,"TPP1",1
"TPP2",1615.15,-2659.75,7.05605549306337,0.131496024424889,266.7,0,1881.85,0,3062.45,0,402.7,0,"TPP2",2
"TPPP",354.1,-919.3,3.25541401273885,0.149426350851221,157,0,511.1,0,1080.8,0,161.5,0.01724,"TPPP",1
"TPPP2",171.8,-216.4,2.64875239923225,0.347799879445449,104.2,0.79655,276,0.47931,331.8,0.16552,115.4,0.88276,"TPPP2",1
"TPPP3",168.5,-204.8,2.55730129390018,0.388017331540415,108.2,0.58621,276.7,0.51207,334.65,0.50517,129.85,0.389655,"TPPP3",2
"TPR",28642,-25348.4,6.07198385011776,0.165871973832723,5647.1,0,34289.1,0,30389.1,0,5040.7,0,"TPR",1
"TPRG1",13301.5,-238.7,7.01632819213895,0.403548225887056,2210.9,0,15512.4,0,400.2,0.01034,161.5,0.01724,"TPRG1",1
"TPRG1L",10660.9,-17681.6,10.5579164425318,0.28101072286854,1115.4,0,11776.3,0,24592.3,0,6910.7,0,"TPRG1L",1
"TPRKB",3719.7,-3122.7,21.3651793046811,0.0548299710943293,182.65,0,3902.35,0,3303.85,0,181.15,0.00345,"TPRKB",2
"TPRX1",131.7,-168,2.27000964320154,0.402135231316726,103.7,0.81724,235.4,0.98276,281,0.81379,113,0.93793,"TPRX1",1
